start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,characters
1742342400,1742428800,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,154.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,tts-1,12956.0
1742428800,1742515200,2025-03-20T00:00:00+00:00,2025-03-21T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,36.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,tts-1,3014.0
1742515200,1742601600,2025-03-21T00:00:00+00:00,2025-03-22T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,29.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,tts-1,2156.0
1742601600,1742688000,2025-03-22T00:00:00+00:00,2025-03-23T00:00:00+00:00,,,,,,
1742688000,1742774400,2025-03-23T00:00:00+00:00,2025-03-24T00:00:00+00:00,,,,,,
1742774400,1742860800,2025-03-24T00:00:00+00:00,2025-03-25T00:00:00+00:00,,,,,,
1742860800,1742947200,2025-03-25T00:00:00+00:00,2025-03-26T00:00:00+00:00,,,,,,
1742947200,1743033600,2025-03-26T00:00:00+00:00,2025-03-27T00:00:00+00:00,,,,,,
1743033600,1743120000,2025-03-27T00:00:00+00:00,2025-03-28T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,16.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,tts-1,1601.0
1743120000,1743206400,2025-03-28T00:00:00+00:00,2025-03-29T00:00:00+00:00,,,,,,
1743206400,1743292800,2025-03-29T00:00:00+00:00,2025-03-30T00:00:00+00:00,,,,,,
1743292800,1743379200,2025-03-30T00:00:00+00:00,2025-03-31T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,48.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,tts-1,3663.0
1743379200,1743465600,2025-03-31T00:00:00+00:00,2025-04-01T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,32.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,tts-1,3526.0
1743465600,1743552000,2025-04-01T00:00:00+00:00,2025-04-02T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,16.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,tts-1,1098.0
1743552000,1743638400,2025-04-02T00:00:00+00:00,2025-04-03T00:00:00+00:00,,,,,,
1743638400,1743724800,2025-04-03T00:00:00+00:00,2025-04-04T00:00:00+00:00,,,,,,
