usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type
2025-05-13,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.08,token
2025-05-14,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.03,token
2025-05-14,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-14,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_no_cache,0.48,token
2025-05-14,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,4.35,token
2025-05-14,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_read,1.33,token
2025-05-14,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,output,1.66,token
2025-05-14,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.18,token
2025-05-14,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.10,token
2025-05-15,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-15,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-15,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_no_cache,0.28,token
2025-05-15,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,3.03,token
2025-05-15,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_read,0.83,token
2025-05-15,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,output,1.64,token
2025-05-16,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-05-16,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,0.39,token
2025-05-16,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_read,0.10,token
2025-05-16,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,output,0.20,token
2025-05-16,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.10,token
2025-05-16,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-05-19,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_no_cache,0.18,token
2025-05-19,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,2.49,token
2025-05-19,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_read,1.08,token
2025-05-19,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,output,1.23,token
2025-05-19,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.99,token
2025-05-19,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,0.47,token
2025-05-19,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_cache_read,0.37,token
2025-05-19,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.70,token
2025-05-20,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.03,token
2025-05-20,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-20,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.22,token
2025-05-20,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,0.44,token
2025-05-20,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_cache_read,0.34,token
2025-05-20,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.57,token
2025-05-21,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.15,token
2025-05-21,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-05-21,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.17,token
2025-05-21,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.05,token
2025-05-22,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-05-22,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-05-22,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.86,token
2025-05-22,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.77,token
2025-05-23,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.18,token
2025-05-23,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.42,token
2025-05-23,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.10,token
2025-05-23,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.10,token
2025-05-23,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-23,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.10,token
2025-05-24,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.23,token
2025-05-24,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-05-26,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-26,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-26,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-26,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-05-26,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-26,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-05-27,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-27,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-28,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-28,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-29,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.03,token
2025-05-29,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-05-29,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-29,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-05-30,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-05-30,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-30,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_no_cache,0.04,token
2025-05-30,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,0.07,token
2025-05-30,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_read,0.00,token
2025-05-30,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-05-30,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-05-30,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,0.24,token
2025-05-30,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
