usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type
2025-07-10,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,0.22,token
2025-07-10,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_cache_read,0.09,token
2025-07-10,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.11,token
2025-07-11,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.14,token
2025-07-11,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-07-11,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-07-11,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-07-14,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.05,token
2025-07-14,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-07-14,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-07-14,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.04,token
2025-07-15,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.02,token
2025-07-15,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-07-15,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.12,token
2025-07-15,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.11,token
2025-07-16,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.29,token
2025-07-16,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.25,token
2025-07-18,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.12,token
2025-07-18,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-07-18,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.16,token
2025-07-18,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.12,token
2025-07-22,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,6.08,token
2025-07-22,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,2.07,token
2025-07-23,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-07-23,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-07-23,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-07-23,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-07-23,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,2.40,token
2025-07-23,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,1.56,token
2025-07-24,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.47,token
2025-07-24,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.24,token
2025-07-24,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-07-24,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-07-28,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.20,token
2025-07-28,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.11,token
2025-07-28,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.28,token
2025-07-28,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.18,token
2025-07-29,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.74,token
2025-07-29,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.72,token
2025-07-29,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.46,token
2025-07-29,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.13,token
2025-07-30,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.25,token
2025-07-30,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.08,token
2025-07-31,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.17,token
2025-07-31,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.08,token
2025-07-31,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,1.31,token
2025-07-31,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.04,token
