usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type
2025-06-10,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,2.25,token
2025-06-10,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_cache_read,0.87,token
2025-06-10,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.53,token
2025-06-16,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.11,token
2025-06-16,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.12,token
2025-06-18,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-06-18,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-06-18,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-06-18,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-06-19,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.19,token
2025-06-19,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.29,token
2025-06-19,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.13,token
2025-06-19,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.12,token
2025-06-20,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.04,token
2025-06-20,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-06-20,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.04,token
2025-06-20,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.05,token
2025-06-20,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-06-20,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.06,token
2025-06-20,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,1.08,token
2025-06-20,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.48,token
2025-06-21,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-06-21,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-06-23,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-06-23,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-06-23,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-06-23,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-06-24,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.05,token
2025-06-24,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-06-24,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.02,token
2025-06-24,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-06-25,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-06-25,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-06-26,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.24,token
2025-06-26,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.18,token
2025-06-27,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.24,token
2025-06-27,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.09,token
2025-06-29,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.08,token
2025-06-29,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.05,token
2025-06-30,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.03,token
2025-06-30,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-06-30,Claude Opus 3,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-06-30,Claude Opus 3,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-06-30,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.16,token
2025-06-30,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.11,token
